Area,Habitaciones,Precio
299,6,2472132
480,3,2227680
485,7,2138850
326,4,2604088
189,7,2882817
59,7,926772
581,1,920304
390,1,487890
387,6,1866888
341,5,1055395
274,2,533752
87,3,452052
468,6,2414880
264,4,2503776
91,4,328328
536,2,1981056
372,4,2321280
97,1,80316
110,3,364650
174,6,911412
356,3,1834824
94,7,784994
112,7,1425312
173,5,1531050
535,7,8752065
82,4,275192
365,6,3271860
260,7,2735460
221,2,738582
584,3,3041472
520,3,2634840
328,3,2001456
418,5,1147410
188,1,192888
429,4,2296008
433,3,2712312
440,5,2026200
397,1,423599
326,1,602774
583,2,2251546
146,6,1143180
140,3,766920
544,5,6470880
86,1,185072
388,5,1594680
150,6,731700
549,2,2479284
544,3,3908640
304,4,2436864
160,1,241280
314,5,2182300
374,4,2070464
34,3,86292
486,3,1267002
112,1,163408
145,5,1260050
196,3,677376
97,2,249290
140,7,2370620
540,1,1332180
596,5,3197540
558,2,2620368
340,6,3898440
458,4,4479240
390,7,4799340
372,1,781200
268,2,892976
374,3,2362932
387,1,806121
430,1,889670
52,2,196768
46,2,226320
276,5,3392040
145,6,1201470
247,2,650598
62,4,220472
408,7,6243216
528,1,553344
377,1,937222
321,7,3579471
387,1,533673
328,4,1486496
309,3,516339
350,1,236600
444,7,1839936
200,1,407800
438,3,923742
438,6,1729224
264,6,2157408
367,1,201116
36,3,75492
51,7,386274
143,5,637065
406,4,1598016
227,5,2436845
225,6,2587950
515,5,3914000
487,5,3533185
220,7,2430120
222,6,3166164
290,6,2905800
376,6,4173600
301,2,489426
123,3,275274
557,5,5375050
174,2,312852
467,7,5678253
264,6,2383920
216,5,1314360
511,3,1410360
374,5,4478650
252,7,4141872
171,4,1303020
133,4,543704
554,5,6102310
573,1,752922
492,5,2113140
259,7,3671325
108,2,522936
273,1,491400
30,5,106350
131,6,1270176
96,5,408480
72,1,171792
367,2,1581770
523,6,2711232
397,5,2383985
315,7,1305360
572,7,8544536
582,6,2353608
244,1,544120
264,2,787776
183,1,242475
196,4,1820448
275,7,2897125
548,4,5407664
568,7,7152824
299,4,1135004
264,3,938520
79,1,59961
465,2,847230
331,7,4311937
525,4,3408300
424,3,3134208
396,1,755172
511,6,7076328
224,3,1497216
257,7,4022564
117,6,1634256
48,5,435840
237,4,1499736
437,4,2412240
136,7,1618400
422,2,1487972
558,3,3562272
35,7,265335
400,3,1776000
354,5,2628450
481,7,6400667
332,5,3056060
211,6,835560
305,6,1665300
42,7,709128
297,2,1122066
66,2,204336
94,5,747770
183,3,945927
102,4,490416
557,7,5852399
486,7,6593076
500,4,4870000
50,2,217100
508,7,2695448
208,4,2067520
484,2,1765632
538,3,1179834
460,4,3589840
211,5,1059220
174,6,2399112
411,3,1944441
438,1,296088
568,4,1697184
220,3,1481040
409,3,2625780
550,4,2499200
550,6,7543800
244,7,2731092
152,2,732336
387,3,618813
584,7,4316928
219,2,933816
263,5,1015180
334,6,1979952
176,1,230208
355,6,3929850
595,6,8568000
116,5,1444200
100,5,547500
159,2,577170
435,6,3299040
192,1,392640
515,2,2285570
119,7,1800113
111,7,1097901
596,2,910688
389,6,2630418
320,1,289600
462,6,4471236
465,4,1846980
419,6,6174384
139,2,222956
34,2,71264
368,1,417680
148,7,637140
270,2,306180
413,5,2248785
492,2,1869600
411,2,799806
69,6,977454
234,6,2316600
491,2,2165310
242,3,892980
117,3,587574
413,2,509642
266,3,1107624
199,7,2884903
544,3,3562656
258,6,1736856
539,1,944867
250,4,1633000
37,5,182780
192,5,841920
79,7,892542
569,2,1992638
432,3,1933632
362,3,1076226
227,5,1649155
260,6,2301000
383,4,2118756
119,6,945336
225,2,378900
485,7,4053630
543,3,2529837
294,7,2626008
523,1,716510
324,1,449064
267,6,3452310
352,6,4156416
282,2,613068
429,6,5647356
327,4,1781496
149,5,870905
376,4,2061984
191,3,1211322
406,7,3822490
239,7,2926077
352,7,1981056
476,2,1949696
412,5,5005800
71,2,158330
136,3,651576
475,3,2851425
75,3,146700
223,4,2011460
501,3,2032056
342,1,342000
208,5,1394640
219,7,2386881
53,4,191224
446,5,2455230
487,7,2897650
320,2,740480
474,2,948948
438,6,3353328
316,5,2692320
579,5,5040195
189,1,236628
546,6,2578212
256,7,4342016
51,3,267750
139,5,1524135
374,6,4164864
583,4,4451788
492,1,966780
235,1,447675
313,6,1757808
553,1,437976
72,4,425952
193,3,397773
311,7,3354757
137,4,695960
402,4,3696792
212,3,616284
386,7,2296700
204,3,1492668
213,4,673932
57,4,366852
396,3,2566080
200,5,1312000
123,6,1458288
137,1,319210
357,3,942480
183,2,716628
280,7,2069760
424,3,791184
96,6,788544
409,1,905935
298,5,803110
259,4,733488
43,2,189888
327,3,2015955
532,3,1128372
246,3,963828
467,3,2248605
135,5,837000
248,2,867008
68,3,162180
52,7,473200
585,6,5057910
175,4,1283800
61,3,204411
77,7,386463
306,6,4298076
134,3,816864
283,4,1403680
513,2,1285578
137,1,96859
476,2,2131528
575,2,2408100
79,2,112970
62,7,483910
142,4,702616
466,6,5105496
85,5,453900
153,3,830331
138,5,414000
255,3,1035810
320,7,2952320
138,5,536130
136,5,531760
34,3,60690
66,6,701712
193,3,680325
448,2,875392
463,6,5414322
349,2,935320
46,7,574770
588,5,4971540
488,4,1991040
103,5,1009400
242,1,512798
356,5,4190120
167,4,1517028
595,1,1108485
240,2,686880
256,1,237056
401,3,1258338
583,6,8101368
160,1,392960
119,4,413644
235,5,830725
566,1,311300
379,6,3404178
361,1,488072
260,4,2185040
96,4,513792
588,2,1706376
537,1,825906
357,5,3362940
594,5,2334420
256,2,972288
548,5,5055300
350,1,564900
363,5,2214300
306,5,2143530
199,5,1559165
275,4,949300
90,1,164160
439,3,2038716
595,1,689605
572,1,1413412
195,6,1746810
105,2,419580
133,5,1038730
592,2,1443296
186,3,1161198
253,2,1061588
409,1,871579
145,5,558250
191,1,453243
373,4,1268200
118,3,868008
97,5,373450
144,3,557712
164,5,1480100
539,2,2329558
180,6,2246400
206,2,1007752
598,4,4803136
474,3,2828358
453,2,1240314
516,1,863268
106,7,932694
505,5,5635800
580,1,582900
452,5,1455440
110,3,807840
168,4,518784
314,6,4446240
47,6,143820
72,7,486864
67,3,215874
247,3,371241
549,3,3567402
429,2,438438
373,2,1603154
244,5,2039840
171,4,1257192
362,6,3099444
293,2,880758
49,1,99372
84,6,358848
475,2,1532350
187,1,149413
274,4,2114184
285,1,635265
245,2,762930
290,4,619440
257,2,555120
112,4,1002176
599,7,2213904
423,7,7165620
120,5,1214400
101,1,134330
573,6,5002290
99,5,330660
203,4,427112
322,6,2074968
580,4,1661120
554,5,4382140
278,5,3398550
539,2,1884344
261,1,138330
426,3,1524654
288,3,928800
150,3,1116900
459,6,1657908
131,7,1115989
34,1,50660
327,2,895980
185,2,300070
228,2,239856
567,4,3966732
331,6,4238124
249,6,2308230
119,4,555492
457,2,2032736
509,4,3595576
126,7,1853964
107,3,520020
509,2,2112350
589,4,5362256
91,4,218764
437,5,5082310
88,1,158224
319,3,1735998
124,5,969060
550,4,4404400
204,4,1530816
161,7,988379
319,6,4760118
394,1,675710
286,5,2997280
327,7,4994598
544,7,3804192
365,6,3499620
69,5,424695
445,3,1200165
416,1,467584
514,5,1500880
531,5,3592215
186,4,1554960
98,5,676200
120,4,1169280
583,4,4871548
485,4,1447240
595,4,4267340
54,2,73656
182,3,924924
536,2,1673392
593,6,6155340
527,4,5048660
261,2,680166
41,3,128535
419,1,312155
312,5,2257320
185,4,379620
42,6,399420
402,2,465516
119,1,179809
345,7,4117575
591,5,4397040
517,7,8095703
160,3,512640
82,2,90364
594,4,3723192
503,6,6920274
307,2,948016
149,3,491700
134,1,162140
182,1,240604
74,3,405816
335,4,1925580
151,4,1150016
218,6,1151040
146,2,615828
363,5,4272510
281,6,3024684
408,2,1138320
429,3,1624194
136,1,78472
497,4,3208632
440,4,4148320
503,2,603600
418,7,5764220
565,5,5271450
271,3,1877217
466,5,3091910
373,7,1446494
80,5,517200
369,4,2636136
434,3,1514226
273,6,1919736
470,5,3980900
470,2,1575440
369,4,1439100
441,7,5859126
412,6,3492936
382,1,492780
573,5,6824430
163,6,1522746
159,4,1065936
398,6,3214248
488,3,844728
373,7,4266374
99,5,496485
270,2,934200
452,3,1815684
164,3,326196
509,5,3669890
196,2,411600
571,2,734306
238,2,1034348
36,4,178416
323,3,1475787
464,6,6856992
504,2,673344
352,2,436480
492,7,2806860
352,7,1971200
266,2,921424
48,2,191232
414,4,2073312
312,7,2221128
514,2,1171920
590,4,2390680
357,2,1703604
73,1,107018
511,6,2943360
472,3,2595528
341,4,2271060
113,2,188710
120,6,1440720
48,5,230160
369,4,768996
573,3,2875887
576,3,903744
206,2,318888
525,7,2774625
146,7,623420
98,3,190218
384,2,695040
521,6,1781820
438,4,4204800
499,5,1337320
551,6,6416946
366,6,1236348
75,4,546000
187,6,1882716
83,2,398234
383,4,1829208
157,6,1175616
529,5,4758355
595,3,3816330
290,2,362500
70,6,1021860
496,5,2390720
376,4,2307136
198,3,1220076
46,7,626934
598,6,2759172
412,2,1117344
104,4,264992
322,3,1424850
300,5,2928000
570,3,3409740
265,7,2509815
399,6,2434698
395,7,3378830
33,2,136686
505,7,7805280
377,2,940238
397,2,1571326
215,2,485040
374,6,1424940
137,6,1440966
166,7,2205476
389,1,381609
155,2,520180
104,1,190944
428,5,1157740
233,5,2144765
179,5,693625
282,1,240264
130,1,148980
560,7,6217120
435,1,740370
88,4,808896
552,2,1603008
71,3,323760
361,2,699618
220,7,2802800
520,5,2431000
309,5,1426035
74,5,364820
117,3,469989
456,1,849984
317,4,2089664
395,2,800270
138,2,353280
560,6,5880000
127,6,1199388
480,2,1824000
171,7,875007
399,7,1837794
426,3,3022470
568,3,1472256
117,7,1800981
522,1,928638
251,6,2021052
55,6,437580
551,1,481023
50,4,184600
518,5,2665110
362,7,4074672
478,5,4443010
392,7,1695792
345,5,1449000
364,7,4642456
49,3,361767
343,4,2005864
133,6,1578444
231,4,502656
436,7,6720504
128,3,273792
132,3,445500
466,2,2058788
64,3,416832
486,6,1676700
323,1,352393
512,5,5276160
533,6,3089268
487,5,5466575
405,3,1244160
206,1,108150
279,3,1595322
508,3,2721864
553,7,7819420
271,6,4016220
141,2,225036
275,3,461175
541,5,1533735
136,1,245752
304,1,280896
394,2,511412
233,3,1635660
247,4,2266472
68,6,445536
546,7,4383834
558,2,1234296
205,1,172200
139,1,139139
318,5,1469160
460,5,4853000
55,6,555390
115,1,239200
152,4,860320
410,7,4870390
165,3,907335
484,3,2980956
373,6,3477852
314,4,1016104
210,4,1333080
198,7,1155924
295,6,2501010
251,4,1075284
503,1,1183559
579,5,3392940
367,7,3033989
296,1,303104
43,6,615588
194,1,138710
577,3,2532453
279,4,751068
317,4,778552
470,7,1852270
451,6,2803416
184,2,369472
427,1,326228
137,7,1316707
478,3,2122320
312,2,642720
166,1,132800
556,7,4569208
334,3,1727448
271,3,665847
483,3,2027151
434,5,1879220
167,1,128590
168,5,736680
405,3,1060695
420,7,4586400
165,2,783420
318,4,2332848
243,1,466803
438,2,1486572
223,2,376424
157,2,179294
403,3,2690025
156,2,396552
224,2,475328
177,7,1123773
40,5,132000
334,6,1152300
590,3,1824870
558,6,7827624
47,4,211500
461,7,7218799
338,3,2312934
102,2,322932
245,4,835940
591,3,3767625
113,1,201705
45,4,334440
81,7,1021734
327,5,2284095
275,1,464750
558,6,6712740
195,4,1832220
400,4,1454400
525,1,383250
186,5,2050650
51,7,861798
175,4,775600
184,7,680064
256,2,924160
369,6,1875258
163,4,921276
94,5,443210
126,7,1721664
207,3,942057
255,5,2004300
172,6,1957704
434,5,2091880
288,4,1317888
546,5,6415500
230,7,3036460
321,1,742152
82,4,540544
38,5,221350
83,7,440979
85,7,968660
149,7,2394728
284,3,1600908
504,6,7508592
290,1,559410
594,4,2872584
259,7,3736593
446,4,1318376
519,1,1224321
215,6,1315800
344,5,1451680
46,3,138000
293,1,378849
509,2,1166628
577,1,606427
61,4,371856
135,2,512190
91,1,200473
487,4,3062256
73,6,662694
142,2,482800
551,2,915762
340,3,1151580
210,3,1365840
555,2,2080140
505,7,5019700
300,6,1337400
218,7,796572
455,6,5039580
70,2,134680
552,6,5617152
62,2,214272
515,7,8868300
430,3,2253630
451,5,1657425
271,6,3391836
355,1,702190
421,6,5900736
370,1,436970
302,6,3319584
273,3,526617
213,3,1203876
519,6,2024100
307,6,3932670
317,5,1337740
280,7,4513880
66,1,68772
142,6,846888
161,6,2150316
49,1,55664
516,1,881844
215,7,2108505
369,1,497781
421,6,5620350
261,6,3446766
57,6,778734
73,7,1055215
238,5,2012290
536,4,3865632
588,2,2583672
147,2,698544
509,1,1028689
270,2,498420
552,4,3552672
421,7,7007966
431,5,3624710
53,2,242422
413,1,496839
77,6,789096
184,3,516672
248,1,494512
447,2,2194770
93,2,100254
258,4,687312
555,5,1484625
278,2,601036
588,5,2063880
394,2,1958180
166,5,1415150
298,1,396936
403,2,1713556
116,5,895520
54,1,133272
144,4,962496
583,4,5344944
443,2,1422030
84,3,480564
128,4,369664
359,7,3952949
222,6,1611720
78,7,1128036
302,7,4033512
320,2,578560
587,7,9968434
383,1,680208
528,3,1488960
79,6,290562
119,5,897855
368,6,4731744
496,5,4419360
491,4,3195428
121,3,680988
335,3,804000
572,7,7155148
499,2,2158674
443,6,2618130
206,1,479568
542,2,1898084
380,2,1757120
119,1,204323
125,5,1028125
365,1,799350
524,2,1968144
307,5,2092205
343,6,1609356
422,7,5077926
316,7,3824548
344,5,4072960
270,5,1714500
248,1,535184
129,3,273609
218,4,1643720
431,1,506856
594,2,2152656
409,6,5376714
116,1,131660
443,5,3439895
290,3,1291080
465,5,2436600
573,2,1902360
252,1,404460
121,5,1225730
561,1,737154
245,7,2207205
188,7,2779392
548,1,386888
313,4,2581624
108,2,516240
210,3,770490
279,4,2303424
199,2,546454
147,5,815115
229,3,1254462
290,4,660040
109,5,998440
219,4,1594320
347,5,3837820
427,6,2182824
494,5,1548690
543,7,3740184
402,4,1378056
101,2,439956
128,3,532224
113,3,392901
288,1,395136
585,7,7714980
328,1,550056
82,5,492820
56,4,236320
545,1,518840
291,2,1054584
385,6,4721640
110,2,122760
357,2,1758582
555,6,1988010
549,1,575352
168,3,732312
170,6,1056720
111,6,1115550
587,7,3418688
222,1,226218
550,3,1636800
211,4,910676
540,7,5038740
492,3,2563812
232,3,1097592
478,4,2225568
325,7,5605600
195,5,1132950
422,2,429596
267,6,2098620
293,2,1127464
217,1,290563
436,4,2078848
41,4,399012
507,6,3413124
282,4,996024
355,6,1427100
63,7,980784
315,5,2304225
214,4,844872
92,1,182988
135,5,959850
340,1,454920
77,7,1256409
255,1,608940
49,7,638666
419,2,1421248
195,1,353340
149,3,719670
370,7,3965290
502,5,1390540
181,2,442364
599,1,1283657
348,2,831720
337,4,2359000
166,7,1358378
391,5,1090890
392,3,970200
470,1,383990
83,4,337644
106,3,300828
317,7,4320393
252,6,3734640
199,5,651725
490,7,1732150
184,1,396152
539,4,4301220
534,2,2422224
136,6,673200
260,1,508300
207,6,808542
535,1,361125
148,7,1722868
45,2,144360
107,4,951016
151,5,474140
299,5,1137695
581,4,5421892
82,2,97580
483,6,4923702
210,2,588840
339,7,3194058
53,4,158576
213,6,1947672
31,4,114452
138,2,426972
260,7,3308760
221,1,394706
477,4,2032020
295,4,2052020
46,4,199272
579,7,9929850
69,5,494040
174,4,636840
125,1,147625
585,7,8001630
332,6,4408296
490,4,3729880
282,6,3262176
460,2,552000
541,7,8952468
108,6,690120
544,1,301376
326,5,1385500
253,5,850080
236,4,826000
493,3,3577701
284,7,1795164
75,7,282450
76,3,183996
538,7,8533756
283,5,2040430
508,1,404876
394,1,308896
513,6,3961386
62,3,460164
54,1,104868
420,2,1194480
332,6,4517856
159,5,639180
252,7,3231648
257,4,2352064
363,5,2851365
595,4,4648140
506,2,2358972
59,1,84016
94,4,463608
330,4,790680
125,3,831375
256,6,1572864
189,1,169533
538,7,3385634
499,1,1113269
264,2,634128
480,4,4131840
294,6,2058588
301,2,373842
59,4,213108
31,7,211141
441,7,1660806
447,6,4728366
142,3,518016
141,7,989961
102,4,662592
192,4,992256
502,7,8184106
124,2,529480
295,5,1402725
205,4,1362840
365,7,4949035
516,4,5085696
494,2,2393924
286,2,967824
278,3,1040832
420,7,4186560
63,4,288792
236,3,1428036
33,4,204864
142,5,1620930
292,2,609696
335,7,1951040
331,2,1525910
91,3,651105
250,5,2796250
479,2,2225434
258,4,799800
370,4,1753800
511,7,4124281
207,1,351900
494,6,4137744
492,4,2965776
257,4,2253376
34,2,52020
44,1,60676
444,6,2709288
316,1,359292
159,6,1432908
251,2,1029602
468,5,5821920
32,6,109248
404,5,3793560
57,1,81168
44,1,63140
48,3,97344
269,4,1506400
511,4,2849336
389,7,4209758
387,7,6547653
347,3,648543
474,4,4267896
36,5,313020
175,7,1151500
70,3,251580
329,7,1678887
58,1,133922
472,7,7136640
501,6,4938858
227,5,2262055
497,6,6062406
411,2,1680990
420,1,932820
252,4,2158128
114,6,1554048
257,1,555634
270,7,3914190
566,3,3710130
268,6,3765936
146,1,195932
427,5,5207265
250,1,441750
481,5,4829240
130,6,467220
414,5,3593520
558,4,1653912
499,2,1725542
566,6,4846092
532,4,4034688
492,5,3047940
416,2,1299584
471,2,2294712
331,2,647436
423,2,1127718
351,7,5830461
530,7,2559900
276,1,569112
325,5,3783000
214,3,1187058
394,4,869952
287,2,567112
428,4,4026624
528,4,4623168
33,4,141900
588,4,3965472
109,7,918652
155,3,673785
514,7,7649348
94,1,64766
217,1,434000
536,4,3775584
63,2,231840
41,2,128330
142,5,1155880
569,1,971283
472,7,4635512
163,2,240588
416,2,1011712
198,5,495000
444,6,4555440
303,1,238158
414,2,456228
453,6,5506668
420,3,2024820
192,2,663552
341,7,2332099
224,4,1865472
201,1,315168
428,1,665540
195,3,1180530
114,5,442320
147,4,552720
291,7,4465104
181,5,1131250
368,4,3543104
100,5,480500
345,4,1853340
60,5,489900
392,4,1318688
93,4,254820
339,5,3008625
264,2,604032
393,2,870888
516,6,4071240
341,5,2047705
155,1,188945
562,7,6396684
449,7,5918269
238,2,1051960
330,3,799920
175,2,534450
371,6,5404728
556,3,3469440
81,5,679590
544,4,3953792
160,3,505920
512,3,2565120
464,1,826848
492,5,4720740
503,6,6102396
391,5,2514130
439,6,4785978
333,4,2725272
475,5,4624125
497,7,6537041
337,6,1971450
501,4,4098180
59,6,221604
133,1,97888
130,2,315380
510,2,1306620
221,5,590070
524,4,1859152
145,6,1487700
381,4,3633216
375,4,3172500
290,2,585220
165,3,877140
377,5,1255410
194,6,1307172
317,4,1181776
519,6,2064582
566,5,2405500
376,5,3671640
353,7,4193287
329,4,1279152
157,5,1752905
550,5,4917000
164,6,842304
41,3,83025
165,5,1603800
74,6,351648
426,6,3427596
184,4,1740640
237,6,1921122
231,6,2900898
416,1,688480
109,6,1215786
153,7,2568258
486,1,642006
480,2,1443840
343,3,2121798
595,7,9925195
494,1,475722
185,2,764050
236,7,1822156
381,6,5161788
96,6,440640
343,3,973434
303,3,1319868
114,3,178182
280,3,1417920
568,2,2469664
384,2,1684992
524,6,5989320
451,7,1960497
93,7,1382724
314,5,2826000
116,7,606564
285,1,460275
579,5,3178710
193,2,630724
468,7,5120388
459,3,3153330
450,2,1622700
479,7,2796402
297,5,3204630
331,4,1759596
30,5,144750
202,2,351884
136,1,160344
395,5,1860450
304,3,1445520
403,4,3159520
528,5,2463120
425,6,3131400
251,3,1555698
136,3,280704
591,6,5904090
97,2,140068
350,4,3495800
559,6,6516822
55,5,153725
233,2,538696
428,2,1243768
41,7,715491
337,5,1979875
469,1,1086673
432,6,1363392
506,4,3116960
225,2,1036800
209,5,870485
314,7,4668552
155,3,1114140
173,5,899600
102,2,107508
226,2,748964
199,7,1394393
568,2,1888032
344,4,699008
384,4,3333120
194,2,511772
55,7,526680
215,2,716380
347,2,911916
222,2,582972
378,4,3494232
371,1,827330
39,4,292032
134,5,988250
109,4,473496
500,4,2460000
244,1,523136
227,4,2171936
217,6,2676912
173,4,766044
146,6,2117292
79,3,339384
465,4,4350540
575,2,2572550
525,4,2333100
160,1,306240
326,2,766752
323,4,2250664
414,3,2449224
346,2,970876
333,4,1908756
321,4,921912
429,1,604032
214,6,2707956
105,1,149310
571,2,1542842
144,3,367632
464,4,2021184
150,4,529200
244,3,999912
438,4,2442288
256,4,1577984
333,1,301698
395,7,4609255
505,1,633270
335,6,4962690
579,5,3667965
430,5,3364750
99,5,452430
155,4,344100
282,4,2286456
213,1,302460
123,4,416232
375,3,1261125
493,2,1106292
90,5,652500
500,2,532000
88,6,1268784
80,6,832320
575,7,2439150
454,4,3343256
296,4,2604800
465,3,2343600
583,5,2162930
399,4,3274992
244,5,2658380
497,1,705243
173,6,1178130
577,5,4714090
563,6,6272946
45,7,400365
502,2,952796
110,3,770550
508,6,4706112
253,3,1139259
487,1,1098672
508,7,8136128
267,6,2978118
432,5,1442880
36,4,73872
454,6,3838116
55,1,103620
329,7,4751089
89,2,242080
438,6,6417576
139,4,936304
126,1,78498
292,4,652912
205,4,1916340
486,7,5827626
99,6,488268
111,3,573759
213,1,451560
91,4,847756
157,6,2045082
473,3,2906112
67,6,304716
196,5,1598380
82,3,595320
359,1,622147
211,7,1943732
215,6,1197120
453,4,2431704
228,1,445284
502,6,4469808
419,1,953225
359,1,488958
194,3,437082
541,4,4838704
107,6,1038756
99,1,75141
490,3,3483900
524,3,1993296
208,5,2439840
98,3,354270
435,7,5286120
204,1,255408
333,6,1576422
276,1,439668
150,4,1285800
453,7,5489001
587,3,2042760
258,7,1253364
136,1,182648
338,3,2455908
265,5,2047125
345,2,861810
334,4,2352696
259,7,4178965
308,2,524216
531,2,2045412
147,2,417186
332,2,1607544
506,1,282854
512,7,8956416
565,7,3322200
199,5,1809905
324,5,1919700
199,3,997587
113,6,1133616
123,7,1721139
494,2,1765556
167,7,1537235
134,3,894852
455,2,1435980
310,3,1685160
385,7,5675670
208,3,1205568
59,7,212695
107,1,106893
302,7,1513624
577,1,919738
308,2,998536
124,1,285820
383,7,2828455
31,6,102672
412,7,2584064
74,2,192696
187,7,2252789
147,5,574035
287,2,770308
88,3,365904
197,4,702896
273,2,1025934
209,5,1995950
400,2,1180000
551,3,1535637
462,7,4213902
200,4,1256000
305,5,922625
482,5,2171410
317,5,2136580
598,4,2023632
594,3,2111670
106,4,998096
563,6,7168116
529,7,8257690
96,2,126336
237,7,4107684
479,6,6475122
65,2,137800
290,4,2036960
48,7,758016
60,2,135120
323,2,1220294
598,6,8080176
408,4,3068160
321,5,2778255
396,5,4625280
151,2,285692
443,7,7119896
451,5,3251710
121,3,679899
176,3,813120
242,1,127292
546,3,2175264
107,2,352672
555,2,2409810
381,6,1186434
344,4,2695584
499,4,2411168
89,1,133500
351,5,3074760
464,1,472816
79,1,42502
576,4,2239488
133,2,480662
353,1,238981
379,2,862604
157,5,1176715
152,3,628368
91,6,695058
520,1,447720
553,6,8139054
310,5,3521600
232,5,1206400
517,7,3300528
228,5,2315340
577,7,8796942
195,5,1756950
274,3,1902108
418,6,4622244
229,4,2283588
221,6,2300610
380,5,3414300
69,2,71898
268,2,353760
40,2,54160
94,3,176532
490,3,1500870
100,1,227800
441,1,953001
345,5,2677200
523,1,501557
573,6,2495988
321,2,771042
190,1,269800
277,7,2968609
411,7,6245967
146,2,304556
179,3,974655
403,4,841464
255,2,771630
529,2,868618
328,2,455920
314,5,1064460
128,3,763008
194,4,549408
330,2,914760
386,7,6471290
271,3,2004858
100,6,1071000
171,3,1235304
298,4,1354112
200,3,786000
298,5,1777570
38,7,144704
43,1,65403
269,3,1678560
301,4,2701776
566,3,4168590
436,2,2111984
336,2,1677312
387,6,2654046
211,6,1343226
465,3,1796760
594,1,478170
116,2,550304
153,6,1279692
237,4,1928232
90,2,278280
485,5,5715725
101,7,931119
278,1,571568
393,3,1510299
131,6,1953210
156,1,169260
213,7,2624160
120,5,766800
229,6,2368776
112,1,107408
300,5,922500
540,6,7941240
315,2,342090
66,2,170808
412,5,2113560
382,5,4572540
442,7,3697330
459,6,5260140
41,6,375642
303,7,2288559
417,1,909894
33,3,190278
120,3,578520
555,3,2530800
300,2,619200
115,4,858820
254,5,2438400
467,6,3533322
394,5,2348240
179,7,2064944
581,3,3867717
226,6,2557416
177,6,649944
597,4,3149772
307,3,2266581
583,1,1079716
37,2,110186
152,5,969760
317,7,2423148
572,5,1518660
529,1,1152691
253,1,168751
125,6,1368000
296,4,2868832
532,5,2061500
305,5,1431975
502,4,1218856
429,4,1321320
317,7,3714606
355,6,3146010
138,7,497490
112,3,784560
490,4,4368840
122,1,100162
431,5,4549205
119,7,1776789
289,1,213860
175,4,1626100
312,7,5064696
457,7,6817069
171,3,1192212
571,4,1416080
471,6,4976586
169,5,1723800
277,7,4610942
311,1,427003
178,6,1403352
199,4,398000
577,6,4815642
32,7,406336
551,7,2329628
375,6,3372750
581,6,4577118
566,2,1777240
37,2,58904
580,7,4433520
183,7,2237907
279,2,937440
439,2,1895602
217,3,523404
364,7,3442348
252,7,4394124
429,6,3081078
572,1,926068
158,6,1950984
45,3,328185
208,4,1862848
586,4,5220088
458,3,763944
242,3,367356
123,7,1725444
409,3,1371786
341,3,1729893
245,1,146265
67,2,146462
250,7,4319000
88,4,314336
424,3,2453688
449,7,4041898
339,6,3018456
361,2,1680816
553,6,2943066
38,2,42788
212,5,2575800
500,4,2976000
421,5,5228820
228,4,1400832
468,5,4680000
553,5,1645175
185,7,1061900
444,2,1184592
594,7,9854460
238,6,2326212
493,7,8254792
244,1,199104
80,2,276320
490,1,690900
535,7,5632480
207,7,2434320
31,3,215295
358,2,1555868
516,1,1289484
447,2,942276
228,2,941640
484,1,675180
428,5,2685700
278,7,4545856
223,5,2264565
428,6,3672240
32,4,144512
362,7,4979310
403,2,597246
177,5,1615125
212,4,1387328
348,5,2742240
102,6,1493892
264,5,1285680
168,4,841344
342,2,1645020
77,3,273504
363,2,755040
301,6,3207456
108,5,808380
480,1,987840
479,5,5748000
253,7,1167089
165,7,676830
401,1,399396
123,3,883755
579,5,6270570
404,2,698112
438,7,7015008
371,4,1215396
362,4,996224
595,1,618205
570,3,3045510
442,6,1965132
380,5,3864600
487,3,3605748
46,2,205068
117,2,243594
66,4,310200
187,3,1179222
182,5,980980
71,2,217118
128,4,422400
118,4,1040288
376,6,2206368
528,5,3468960
353,5,1447300
222,4,507936
570,6,8006220
309,3,1495251
517,4,3337752
450,5,1458000
126,6,622944
114,2,328320
496,6,6431136
427,1,468846
128,6,1128960
78,7,1286376
377,5,3817125
526,1,569658
594,3,3289572
169,4,1360788
252,6,1821960
485,2,2087440
582,7,6343218
556,4,2822256
397,1,932156
598,2,1425632
355,2,507650
185,6,683760
139,7,730723
138,3,613962
53,5,438310
42,6,202356
212,4,702992
286,5,779350
501,3,3605697
195,1,246090
573,5,4426425
288,7,3273984
340,6,3408840
316,5,1063340
563,5,5632815
561,3,2043162
228,1,134748
303,4,1928292
47,1,102742
233,5,1142865
49,2,112994
582,3,2320434
51,5,402135
129,7,1286775
541,2,1619754
474,5,4493520
547,6,3091644
253,7,1112188
346,3,1467732
239,1,408929
367,7,2586983
492,1,293232
162,7,2543562
230,5,1775600
71,4,626504
456,4,3757440
140,3,808920
195,2,865800
563,1,998762
113,3,645795
253,6,3450414
265,4,2432700
598,3,1388556
332,5,3774840
542,5,1864480
295,5,1343725
397,5,1691220
31,3,112716
368,7,1548176
140,4,1135120
238,3,552636
423,3,2045628
540,5,1436400
256,3,1671936
497,7,4707087
575,7,6556725
485,4,3569600
200,2,665600
243,5,1298835
71,3,421953
545,3,3166995
281,7,3155068
412,6,1718040
461,4,4466168
261,5,1940535
54,2,56592
